,0,1,2,3,4,5
0,0.22860387,0.037882186,0.0094032,0.0041067493,0.011934793,0.022547279
1,0.22748815,0.029285265,0.008884614,0.004789079,0.012675406,0.023616776
2,0.1705925,0.03998121,0.008706313,0.0049684504,0.01330949,0.020356616
3,0.23773481,0.030618861,0.007969802,0.004763053,0.011294313,0.025788924
4,0.16482161,0.043819048,0.009147753,0.0050569912,0.01137367,0.02243714
5,0.20465443,0.042828195,0.00934085,0.0047468888,0.01219697,0.021331396
6,0.22332403,0.033357468,0.008766694,0.0047054575,0.012771219,0.020616705
7,0.22115836,0.03454928,0.008465048,0.0043956847,0.012054087,0.025868783
8,0.20980625,0.03890575,0.008532245,0.004106357,0.011406095,0.027595542
9,0.24613455,0.03856782,0.009513171,0.004254801,0.011311359,0.021837477
10,0.17912364,0.036535796,0.008607264,0.0049251392,0.011330215,0.022261316
11,0.18278468,0.043600857,0.008696976,0.0045205154,0.011257091,0.021564592
12,0.21523887,0.0329334,0.008745976,0.0048820595,0.011761548,0.022410106
13,0.19371046,0.04775791,0.0097276345,0.0040654126,0.011022446,0.024638938
14,0.25172493,0.041229688,0.009068984,0.004606243,0.011618008,0.021020776
15,0.19997907,0.044134393,0.009273642,0.004621036,0.011894005,0.019684657
16,0.22125997,0.046472535,0.008461042,0.0052547995,0.012639925,0.021393303
17,0.18443555,0.048574165,0.008684611,0.0043532727,0.010300068,0.02421797
18,0.14426346,0.0630908,0.009266657,0.0053143925,0.012139688,0.019123161
19,0.21873271,0.03317893,0.009054537,0.004389395,0.012512769,0.022692386
20,0.20488779,0.045699853,0.009709472,0.004123099,0.012042667,0.021481298
21,0.22885193,0.0390904,0.009690709,0.004334333,0.014455922,0.021014908
22,0.2315721,0.033933513,0.008810601,0.004118461,0.012580334,0.02323692
23,0.21207719,0.03377075,0.008022248,0.0052371416,0.010991732,0.02651452
24,0.20565887,0.0412005,0.008608403,0.004733057,0.010178013,0.024151322
25,0.18367194,0.049707547,0.008272646,0.006413073,0.0135365985,0.022677774
26,0.21112388,0.035330698,0.008681844,0.0045515355,0.013279072,0.023819076
27,0.18232389,0.03264826,0.008921619,0.0056598517,0.012972694,0.021926349
28,0.17407732,0.053661972,0.009647319,0.005236335,0.013686086,0.017963467
29,0.25694248,0.03520538,0.010470361,0.004664319,0.015034668,0.02202035
30,0.20761147,0.03171259,0.008126038,0.0048548323,0.011914337,0.026828054
31,0.17447953,0.048366,0.008792069,0.0051248325,0.012424721,0.022685427
32,0.21918197,0.04231857,0.009116991,0.004097354,0.010949771,0.023729272
33,0.18579108,0.048980884,0.008909716,0.0044356096,0.01056964,0.024156008
34,0.1950438,0.033431873,0.010106885,0.004928863,0.012460281,0.021581268
35,0.24701737,0.03620314,0.0090904655,0.0049236063,0.012265543,0.02362635
36,0.20566754,0.03938349,0.008903415,0.0049702898,0.013210999,0.022116125
37,0.18329145,0.038874462,0.008380354,0.0049616285,0.011588145,0.025402434
38,0.2079608,0.03003043,0.009057824,0.0054106195,0.012972755,0.02307015
39,0.21284008,0.045307986,0.009249057,0.0046898443,0.010945869,0.021204438
40,0.18535908,0.04966416,0.009149728,0.0045341426,0.010573945,0.023541251
41,0.2122992,0.032427788,0.009067415,0.0047381227,0.00987,0.025742788
42,0.20719631,0.031079493,0.009215677,0.0053387666,0.012041968,0.0251158
43,0.1976943,0.04126327,0.007864423,0.0047332975,0.012415142,0.02350496
44,0.21217379,0.034967788,0.0085264705,0.0050184964,0.013602467,0.022325119
45,0.20458475,0.03386648,0.008370002,0.004925085,0.01175834,0.021602802
46,0.1878213,0.037322294,0.00833667,0.0051207133,0.012720601,0.02190418
47,0.22222368,0.03589424,0.008607585,0.004320828,0.009854885,0.032443292
48,0.23864664,0.040658157,0.008220097,0.0048348997,0.012102768,0.02124762
49,0.19682527,0.036443565,0.008501442,0.004724446,0.012889282,0.02322552
50,0.22789404,0.03343118,0.009252365,0.005313178,0.013791089,0.02173347
51,0.25078765,0.039770287,0.010015784,0.0044704084,0.012258336,0.022733584
52,0.18361948,0.035654195,0.00915317,0.0056430325,0.015790725,0.019630874
53,0.19591232,0.035298277,0.010163953,0.005584097,0.012332295,0.020805486
54,0.18743224,0.03716519,0.009500464,0.005179442,0.011856746,0.02346821
55,0.20585175,0.03663941,0.008624097,0.0046258345,0.013726895,0.021854922
56,0.17690687,0.033415914,0.008235163,0.005907881,0.012921944,0.024081262
57,0.24158616,0.040902827,0.009327441,0.0047956426,0.012109561,0.024320843
58,0.2158411,0.036870014,0.00843616,0.0046786238,0.011020849,0.023662422
59,0.21213196,0.04116927,0.008917231,0.0044442466,0.010970303,0.022603124
60,0.19728729,0.048982993,0.0090254815,0.004743795,0.011534107,0.019290248
61,0.20649125,0.038702935,0.008506934,0.004874326,0.0132631995,0.02202054
62,0.2316586,0.036014546,0.009355218,0.0050920676,0.013859893,0.020901704
63,0.2167004,0.041481655,0.009800887,0.0049972986,0.012312251,0.026229003
64,0.1709439,0.051387634,0.008898838,0.0047693723,0.011866303,0.022125965
65,0.21108817,0.038089544,0.010165468,0.004266567,0.012529667,0.021215089
66,0.20710252,0.036950007,0.008552195,0.005454857,0.013004114,0.021710895
67,0.1790477,0.040754817,0.008912723,0.0045016566,0.013183266,0.022398721
68,0.17655903,0.049421865,0.009353999,0.005163276,0.012278322,0.02496413
69,0.19802204,0.031818155,0.009992071,0.005206233,0.013093262,0.024219958
70,0.19802204,0.031818155,0.009992071,0.005206233,0.013093262,0.024219958
71,0.19558993,0.045663305,0.008323789,0.005152449,0.012760282,0.031114427
72,0.17787383,0.049129132,0.008897564,0.004416334,0.010106493,0.024424136
73,0.23082079,0.03912579,0.008874294,0.0048585935,0.013520683,0.020577973
74,0.22540613,0.031779833,0.008948013,0.004790868,0.011851083,0.023772491
75,0.20670097,0.042535815,0.00966955,0.005015631,0.013034862,0.019654507
76,0.20694491,0.039072063,0.009182056,0.0043452075,0.011043955,0.026542459
77,0.21942714,0.037647694,0.010101066,0.0053377138,0.0123898275,0.025974553
78,0.16846202,0.043991808,0.008557481,0.0063076545,0.0135113625,0.019376155
79,0.15987378,0.054022547,0.008755688,0.005500028,0.013295802,0.020312162
80,0.21803816,0.03048062,0.008806413,0.0048516034,0.011956601,0.02690817
81,0.22315787,0.036175705,0.009232327,0.0047045397,0.01274766,0.021720437
82,0.20501947,0.037258256,0.008934116,0.004514046,0.012252246,0.02383229
83,0.17951897,0.037213024,0.009271044,0.0053544384,0.012444899,0.01987422
84,0.2237885,0.04134592,0.008781425,0.004262671,0.011702734,0.022212416
85,0.2185086,0.033450592,0.009846731,0.0049544484,0.0135835875,0.020400267
86,0.18882626,0.049956128,0.010223433,0.0067590154,0.013551794,0.0258693
87,0.2055337,0.036523,0.008772125,0.0050622867,0.011957189,0.021593845
88,0.23921803,0.03369925,0.0085308375,0.004525112,0.01174841,0.024757637
89,0.19559708,0.038851496,0.0086265225,0.0050684577,0.013100059,0.01927327
90,0.25646064,0.03224813,0.009004058,0.0046412093,0.012346923,0.023748334
91,0.14620978,0.048133448,0.009106104,0.004869104,0.014608646,0.018522464
92,0.22595738,0.033707917,0.008246917,0.004708536,0.012623892,0.02538767
93,0.21334524,0.043179464,0.01012039,0.004932845,0.012474764,0.02059294
94,0.20222151,0.046328396,0.008863392,0.0046968944,0.011151756,0.023254842
95,0.204236,0.032825932,0.009048104,0.0045830873,0.011314767,0.024804043
96,0.20395593,0.037815645,0.0090624,0.004680327,0.012268889,0.022549434
97,0.2063933,0.032828066,0.009429277,0.0045401296,0.012150015,0.023629408
98,0.22113499,0.043218113,0.009326969,0.0046340623,0.01043221,0.027438529
99,0.19840984,0.042411905,0.00999476,0.004792426,0.0122934375,0.021885237
100,0.17642857,0.038340814,0.009100057,0.0052097384,0.013709296,0.020402834
101,0.18816164,0.043236017,0.009482837,0.0047147386,0.01186845,0.020335218
102,0.2443676,0.038950555,0.009050345,0.0042543123,0.013579218,0.021934072
103,0.21149644,0.03607459,0.008640203,0.0053949635,0.01567168,0.01987243
104,0.20895901,0.037448715,0.008524947,0.004580064,0.011635895,0.028164629
105,0.16732927,0.043834515,0.007995374,0.0046328614,0.012614058,0.023631338
106,0.20198853,0.048235938,0.008748394,0.0065726317,0.013572353,0.023251638
107,0.20832792,0.03558388,0.007870032,0.0044751302,0.010448043,0.026517166
108,0.20351322,0.037679996,0.008722559,0.004303448,0.01173956,0.023222156
109,0.22348446,0.04169095,0.010061056,0.004664959,0.014088695,0.020832185
110,0.22198348,0.037338335,0.009639405,0.0047360254,0.011539197,0.022825455
111,0.13076387,0.059089057,0.010417547,0.005165079,0.017105661,0.021146614
112,0.21270788,0.034220308,0.00974131,0.0048770187,0.013199808,0.021488277
113,0.19084741,0.039688643,0.009173388,0.005447629,0.013460788,0.02082889
114,0.21849269,0.044527628,0.010346797,0.004257966,0.013283022,0.019490855
115,0.22516958,0.03930312,0.0084898025,0.0043897703,0.011187902,0.02235207
116,0.1710741,0.037608825,0.00995208,0.0052954364,0.013333533,0.02002548
117,0.22154076,0.034149565,0.010268627,0.005134374,0.013425172,0.020897454
118,0.19890973,0.041856397,0.008523049,0.004146665,0.012007701,0.022484548
119,0.21833967,0.036382698,0.009696565,0.004550121,0.013221366,0.019936725
120,0.2178719,0.03594252,0.008472491,0.004690443,0.01261505,0.021510946
121,0.23136571,0.035957403,0.008226537,0.0056348294,0.017218763,0.02205759
122,0.20742966,0.03729782,0.008424067,0.004181688,0.010818383,0.025143625
123,0.216406,0.030227095,0.0095157735,0.0053361543,0.013018075,0.021561027
124,0.19330016,0.037484244,0.008221878,0.004653542,0.012100249,0.020352902
125,0.21210705,0.03429916,0.008678812,0.005084232,0.0155950915,0.019613355
126,0.2323337,0.033579692,0.008760195,0.0047707465,0.013261864,0.02242587
127,0.1707938,0.05294714,0.008649018,0.0047159735,0.010583783,0.024989922
128,0.19025975,0.03644712,0.00889825,0.0047932356,0.01226556,0.024029655
129,0.19387212,0.041685708,0.009629086,0.004078314,0.0129186725,0.022776142
130,0.19830835,0.032815088,0.0089594545,0.0045947707,0.013700401,0.021995949
131,0.21749762,0.032879826,0.008786514,0.004378847,0.012285316,0.025736779
132,0.18753253,0.036353875,0.009466852,0.0046665026,0.013840121,0.020177336
133,0.22273666,0.03439312,0.008291857,0.0044523557,0.011481276,0.024873924
134,0.22412337,0.0340875,0.009216926,0.0045753755,0.01353465,0.024408694
135,0.19045231,0.05332551,0.009617057,0.005278041,0.009915696,0.023594888
136,0.20054626,0.037266012,0.008372311,0.0041336166,0.0108134905,0.028225081
137,0.17618449,0.05228226,0.008307556,0.005052823,0.013462809,0.01871199
138,0.19644524,0.039757837,0.009320983,0.0047441237,0.013093342,0.023767704
139,0.2121895,0.03943721,0.010445569,0.0054532997,0.015286518,0.020230733
140,0.23760332,0.03464693,0.008664404,0.0043259407,0.011023189,0.0241341
141,0.16742827,0.050221946,0.007738771,0.004658509,0.011449141,0.025462592
142,0.21573763,0.03242045,0.008390588,0.004890819,0.01234986,0.02640161
143,0.22403337,0.036471523,0.008074031,0.004208228,0.01150432,0.02561564
144,0.24230571,0.033785008,0.009248607,0.0045712423,0.0123390285,0.023737514
145,0.20472531,0.034807876,0.008907216,0.004517905,0.012057385,0.022960732
146,0.1993322,0.033918988,0.008504915,0.0051991423,0.012078078,0.025016751
147,0.2010058,0.034294896,0.008473681,0.0048187836,0.0120503325,0.024493596
148,0.22795597,0.036587875,0.008562374,0.0054950644,0.012148108,0.02750641
149,0.21102835,0.036616914,0.009257104,0.004914751,0.0139426,0.020104172
150,0.25157607,0.03014429,0.009624135,0.004802436,0.0118405,0.025091205
151,0.1958672,0.050901946,0.009710553,0.004707293,0.01207102,0.021747973
152,0.1831553,0.064535595,0.0080831675,0.0050863046,0.013226585,0.023385463
153,0.1871843,0.04397242,0.010632583,0.004938119,0.014312226,0.020081442
154,0.21256156,0.03339619,0.009344336,0.0043742466,0.011352243,0.029250637
155,0.17879571,0.05521317,0.01046512,0.005332286,0.010905048,0.022554327
156,0.18767995,0.039082393,0.008551367,0.0050391727,0.011354127,0.02337131
157,0.24762772,0.03728149,0.009458517,0.004678124,0.012504475,0.023976235
158,0.1986622,0.045423962,0.008679362,0.004990266,0.011167784,0.023080071
159,0.20510967,0.032846708,0.009623244,0.0048138467,0.01190932,0.02067808
